timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724732488215,1402,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-1,text,true,,1503,1345,1,1,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1402,0,0
1724732497957,1575,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-2,text,true,,1503,1345,2,2,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1574,0,0
1724732513269,80,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",500,,21 minutes - 1 hour 30 minutes with 250 users 1-3,text,false,"Value in json path '$.error' expected to be 'false', but found '{}'",1136,1345,3,3,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,80,0,9
1724732520777,1730,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-1,text,true,,1501,1345,3,3,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1730,0,0
1724732529464,1381,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-2,text,true,,1502,1345,4,4,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1380,0,0
1724732530217,1118,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-4,text,true,,1502,1345,4,4,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1118,0,0
1724732543076,1119,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-3,text,true,,1503,1345,5,5,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1119,0,0
1724732547392,1382,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-5,text,true,,1501,1345,5,5,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1382,0,0
1724732551550,1424,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-1,text,true,,1503,1345,5,5,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1424,0,0
1724732559759,1466,"/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder-5,160",200,OK,21 minutes - 1 hour 30 minutes with 250 users 1-4,text,true,,1501,1345,6,6,https://yogi-prod.fossil.com/on/demandware.store/Sites-fossil-na-Site/en_US/CheckoutServices-PlaceOrder,1466,0,0
